python -m UserPrediction6DOF run -a rnn -m lstm -w 100 -d data/flipped
INFO:root:Model LSTM with Sliding Window on GPU with cuda: False
INFO:root:RNN model is LSTM with Sliding Window: hidden_dim: 32, batch_size: 256, n_epochs: 2000, dropout: 0, layers: 1, window: [100.]
INFO:root:-------------------------------------------------------------------------
INFO:root:Trace path: data/flipped/1556.csv
INFO:root:-------------------------------------------------------------------------
X.shape: (120019, 10)
len(X): 120019
Past 60 values for predict in 20 in future
y.shape: (120019, 7)
X_w.shape: (119940, 60, 10)
y_w.shape: (119940, 1, 7)
INFO:root:X_train (71964, 60, 10), X_val (23988, 60, 10), X_test(23988, 60, 10), y_train (71964, 1, 7), y_val (23988, 1, 7), y_test (23988, 1, 7)
INFO:root:[1/2000] Training loss: 2.8726	 Validation loss: 0.6552
INFO:root:[1775/2000] Training loss: 0.0007	 Validation loss: 0.0165
INFO:root:[1780/2000] Training loss: 0.0012	 Validation loss: 0.0146
INFO:root:[1785/2000] Training loss: 0.0014	 Validation loss: 0.0382
INFO:root:[1790/2000] Training loss: 0.0011	 Validation loss: 0.0361
INFO:root:[1795/2000] Training loss: 0.0012	 Validation loss: 0.0344
INFO:root:[1800/2000] Training loss: 0.0009	 Validation loss: 0.0320
INFO:root:[1805/2000] Training loss: 0.0014	 Validation loss: 0.0206
INFO:root:[1810/2000] Training loss: 0.0015	 Validation loss: 0.0288
INFO:root:[1815/2000] Training loss: 0.0013	 Validation loss: 0.0219
INFO:root:[1820/2000] Training loss: 0.0009	 Validation loss: 0.0214
INFO:root:[1825/2000] Training loss: 0.0013	 Validation loss: 0.0249
INFO:root:[1830/2000] Training loss: 0.0016	 Validation loss: 0.0402
INFO:root:[1835/2000] Training loss: 0.0011	 Validation loss: 0.0167
INFO:root:[1840/2000] Training loss: 0.0008	 Validation loss: 0.0169
INFO:root:[1845/2000] Training loss: 0.0015	 Validation loss: 0.0356
INFO:root:[1850/2000] Training loss: 0.0012	 Validation loss: 0.0321
INFO:root:[1855/2000] Training loss: 0.0023	 Validation loss: 0.0380
INFO:root:[1860/2000] Training loss: 0.0009	 Validation loss: 0.0329
INFO:root:[1865/2000] Training loss: 0.0014	 Validation loss: 0.0317
INFO:root:[1870/2000] Training loss: 0.0026	 Validation loss: 0.0489
INFO:root:[1875/2000] Training loss: 0.0005	 Validation loss: 0.0345
INFO:root:[1880/2000] Training loss: 0.0010	 Validation loss: 0.0341
INFO:root:[1885/2000] Training loss: 0.0013	 Validation loss: 0.0267
INFO:root:[1890/2000] Training loss: 0.0013	 Validation loss: 0.0500
INFO:root:[1895/2000] Training loss: 0.0007	 Validation loss: 0.0494
INFO:root:[1900/2000] Training loss: 0.0026	 Validation loss: 0.0906
INFO:root:[1905/2000] Training loss: 0.0010	 Validation loss: 0.0172
INFO:root:[1910/2000] Training loss: 0.0011	 Validation loss: 0.0227
INFO:root:[1915/2000] Training loss: 0.0012	 Validation loss: 0.0179
INFO:root:[1920/2000] Training loss: 0.0015	 Validation loss: 0.0406
INFO:root:[1925/2000] Training loss: 0.0012	 Validation loss: 0.0453
INFO:root:[1930/2000] Training loss: 0.0011	 Validation loss: 0.0463
INFO:root:[1935/2000] Training loss: 0.0019	 Validation loss: 0.0353
INFO:root:[1940/2000] Training loss: 0.0012	 Validation loss: 0.0364
INFO:root:[1945/2000] Training loss: 0.0012	 Validation loss: 0.0367
INFO:root:[1950/2000] Training loss: 0.0024	 Validation loss: 0.0312
INFO:root:[1955/2000] Training loss: 0.0005	 Validation loss: 0.0246
INFO:root:[1960/2000] Training loss: 0.0010	 Validation loss: 0.0306
INFO:root:[1965/2000] Training loss: 0.0013	 Validation loss: 0.0294
INFO:root:[1970/2000] Training loss: 0.0013	 Validation loss: 0.0253
INFO:root:[1975/2000] Training loss: 0.0007	 Validation loss: 0.0367
INFO:root:[1980/2000] Training loss: 0.0006	 Validation loss: 0.0272
INFO:root:[1985/2000] Training loss: 0.0011	 Validation loss: 0.0209
INFO:root:[1990/2000] Training loss: 0.0014	 Validation loss: 0.0177
INFO:root:[1995/2000] Training loss: 0.0027	 Validation loss: 0.0300
INFO:root:[2000/2000] Training loss: 0.0007	 Validation loss: 0.0224
INFO:root:Saved to file ./results/losses/Fig-LAT100_hid32_epochs2000_batch256_drop0_layers1.pdf
INFO:root:Training finshed. Starting prediction on test data!
INFO:root:[1000] Test loss: 0.0037
INFO:root:[2000] Test loss: 0.0020
INFO:root:[3000] Test loss: 0.0015
INFO:root:[4000] Test loss: 0.0015
INFO:root:[5000] Test loss: 0.0014
INFO:root:[6000] Test loss: 0.0013
INFO:root:[7000] Test loss: 0.0011
INFO:root:[8000] Test loss: 0.0010
INFO:root:[9000] Test loss: 0.0009
INFO:root:[10000] Test loss: 0.0009
INFO:root:[11000] Test loss: 0.0028
INFO:root:[12000] Test loss: 0.0026
INFO:root:[13000] Test loss: 0.0024
INFO:root:[14000] Test loss: 0.0023
INFO:root:[15000] Test loss: 0.0022
INFO:root:[16000] Test loss: 0.0032
INFO:root:[17000] Test loss: 0.0032
INFO:root:[18000] Test loss: 0.0031
INFO:root:[19000] Test loss: 0.0031
INFO:root:[20000] Test loss: 0.0031
INFO:root:[21000] Test loss: 0.0030
INFO:root:[22000] Test loss: 0.0029
INFO:root:[23000] Test loss: 0.0033
INFO:root:---------------- PREDICTIONS ---------------------------------
INFO:root:predictions.shape: (23988, 7)
INFO:root:[[ 1.365972  0.004189  5.606954  0.255137 -0.005343 -0.9769    0.060922]
 [ 1.366071  0.006742  5.608244  0.252438 -0.005886 -0.974217  0.060297]
 [ 1.377063  0.005416  5.622716  0.255101 -0.005402 -0.969226  0.061979]
 [ 1.367522  0.004049  5.640244  0.249078 -0.004181 -0.973626  0.061604]
 [ 1.367852  0.002933  5.648912  0.254113 -0.006079 -0.972764  0.062859]]
INFO:root:------------------- REAL VALUES -----------------------------------
INFO:root:values.shape: (23988, 7)
INFO:root:[[ 1.344515 -0.014945  5.634388  0.229553 -0.00254  -0.971937  0.051358]
 [ 1.342614 -0.014021  5.638301  0.230144 -0.002191 -0.971835  0.050649]
 [ 1.341269 -0.013606  5.641193  0.230738 -0.001877 -0.971728  0.050006]
 [ 1.339925 -0.013191  5.644085  0.231373 -0.002034 -0.971562  0.050303]
 [ 1.33858  -0.012776  5.646977  0.232008 -0.002192 -0.971395  0.0506  ]]
INFO:root:-------------------------------------------------------------
INFO:root:y_test is close to values? False
INFO:root:MAE position = 0.0638217515740292
INFO:root:MAE rotation = 2.7582956786077486
INFO:root:RMSE position = 0.0805459
INFO:root:RMSE rotation = 10.657038281259126
INFO:root:--------------------------------------------------------------
INFO:root:log_path file /Users/oleksandra/Documents/MasterThesis_UserPosition_6DOF/Development/results/model_parameters_adjust_log.csv exists: True
INFO:root:Saved model parameters to file: model_parameters_adjust_log.csv
